X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE
-83.067136938179743,39.93774408084299,5820227,426212,2602 EAKIN RD,Pizza Chateau,Retail - Restaurant,,Yes,No,,{03D4CBF6-8B0D-42EB-9E27-37B7760E396F},,,,
-83.102827301788764,39.943421672270432,5820228,521876,480 EXCHANGE DR,Casino Self Storage,Retail - Services,,Yes,No,,{51BCE6BC-E424-4DB1-AEC3-15F4A8354FD3},,,,
-82.997337655258193,39.938123922414853,5820229,466674,1166 S FRONT ST,Ohio Property Shop,Office - Corporate,,Yes,No,,{633989CC-038C-4B17-9FCD-F6C4F1086F7B},,,,
-83.090454830426623,40.097476561349545,5820230,762073,6390 SAWMILL RD,Tim Hortons,Retail - Restaurant,Restaurant DB,Yes,No,,{55FF511F-315F-494C-90C3-6EED301CD68E},,,,
-82.96792384452695,39.985890405726266,5820231,1236958,1380 E 5TH AVE,Pittsburg Paints,Retail - Commercial/Retail,,Yes,No,,{06C3C40F-003B-4C3D-AC1D-E09314516171},,,,
-83.122850431969397,40.001584051819655,5820232,604976,2340 WESTBELT DR,Quality Inn & Suites ,Retail - Hotel/Motel,,Yes,No,,{1FDFD5B7-F263-43E1-9DF4-49EA3F762492},,,,
-83.119550008751716,39.992138875349099,5820233,466965,1885 OBRIEN RD,Best Supply,Industrial - Warehouse,,Yes,No,,{9C189014-834E-41AA-BED5-5F705CE855A2},,,,
-82.948456564260695,40.011861373104182,5820234,479302,2244 MOCK RD,Power of Faith International Ministry,Public Places - House of Worship,,Yes,No,,{83F24B0D-781D-4F79-8595-294DE25CAE64},,,,
-83.006385554325263,39.99400337461195,5820235,1176736,1550 N HIGH ST,Gateway Film Center,Public Places - Theater/Concert Hall,Restaurant DB,Yes,No,,{0F286082-806E-4F27-9599-10806B8C66A2},,,,
-82.915462847908756,40.059118842503118,5820236,1261953,3882 MORSE RD,Chase ATM,Office - Bank,,Yes,No,,{236185E3-865F-4693-95B4-50AC8DFD9791},,,,
-82.96744635836653,40.019976833751379,5820237,485104,1634 MINNESOTA AVE,True Love Ministries,Public Places - House of Worship,,Yes,No,,{06B71ED2-60E0-4B90-821A-92A2C10A0650},,,,
-83.042580721507932,39.984921202718958,5820238,400147,1381 W 3RD AVE,Third Ave Auto Avenue,Retail - Services,,Yes,No,,{4B6A56C3-01C2-4D4F-A810-67735DE29A82},,,,
-82.891635227838407,39.945884318011814,5820239,711349,3900 E LIVINGSTON AVE,Family Physicians of Columbus,Medical - Physician,,Yes,No,614-237-0904,{FADAB035-96D1-433E-B243-CDE808D584FE},https://www.mcmg.mountcarmelhealth.com/locations/primary-care,YES,YES,YES
-83.07430423391142,40.064856459783087,5820240,1316197,2100 BETHEL RD,First Merit Bank,Office - Bank,,Yes,No,,{157CE32A-6F54-48D1-A0FD-22D52717D469},,,,
-82.95159844519614,40.085450902821137,5820241,608278,5657 CLEVELAND AVE,Speedway,Retail - Gas Station,,Yes,No,,{4A523A65-F168-45DB-B8E4-4A671012565C},,,,
-83.092126203340783,39.923993235006371,5820242,285632,1421 DEMOREST RD,Little Learners,Education - Daycare,"ODJFS 2170016316
",Yes,No,,{640ED2DF-C8FD-4509-AB7A-9B6AAC025B03},,,,
-83.026098318871647,40.028432787986794,5820243,1074881,3360 OLENTANGY RIVER RD,Kohl's,Retail - Department Store,,Yes,No,,{F9210BAE-640E-4D54-BF2C-B8156DE5CB38},,,,
-82.927519284356094,40.0526710105446,5820244,1325438,4490 SUNBURY RD,Lexus Car Wash,Retail - Services,,Yes,No,,{250D9FC0-8647-43D3-B21E-232B86ADE5C0},,,,
-82.957427337429664,39.948837267632378,5820245,987283,1509 E LIVINGSTON AVE,Driving Park Vision Center,Medical - Other,,Yes,No,,{4400A3AD-FD52-4754-B9FC-A585EF39135D},,,,
-83.142143053097158,39.975252539531695,5820246,441806,5400 FISHER RD,YRC Freight,Transportation - Other,,Yes,No,,{4E22FE2B-AF32-4D95-8A7A-C3172A7FFAC8},,,,
-83.119296220199075,39.996604131933701,5820247,873803,2170 DIVIDEND DR,Appraisal & Consulting,Retail - Services,,Yes,No,,{699F2CB3-A758-4D7A-8821-8B3EABCDBADD},,,,
-82.993145028459026,39.945844682676636,5820248,566696,819 MOHAWK ST,The Old Mohawk,Retail - Restaurant,,Yes,No,,{7D9BC7D6-9C87-40C7-8DF7-F52B52709D67},,,,
-83.119805912133558,39.989632470974492,5820249,1272963,1807 OBRIEN RD,Ares Gear,Industrial - Manufacturing,,Yes,No,,{29484EC0-7F9E-48FF-9A31-4DB9D3237F4D},,,,
-83.018932848600087,40.0682550256954,5820250,545642,5212 N HIGH ST,Just Pies,Retail - Commercial/Retail,,Yes,No,,{4AB25963-10F4-46AB-9823-B5AB4001EC6D},,,,
-83.004516471989803,39.981162994895577,5820251,859843,921 N HIGH ST,Paradise Garage Bicycle Shop,Retail - Commercial/Retail,,Yes,No,,{5AFFB96F-DD20-4A0C-AB6E-20F1F8420006},,,,
-82.951779130269244,40.084659631025367,5820252,700452,5615 CLEVELAND AVE,Buckeye Store,Retail - Commercial/Retail,,Yes,No,,{DAF434E9-D8C6-4DCF-A0C7-FE97028D7A6C},,,,
-83.005449793285962,39.989518447542395,5820253,1295295,1350 N HIGH ST,Kroger,Retail - Grocery,,Yes,No,,{E576346F-7F94-4AEE-8651-1B91D0DFE59B},,,,
-82.996686849293539,39.952352346020859,5820254,125398,492 CITY PARK AVE,Dennis Pusateri Lawyer,Office - Corporate,,Yes,No,,{069D4C3C-8754-4317-9165-6BF3C738DB28},,,,
-82.917896795645206,39.990505484480295,5820255,1272570,3248 E 11TH AVE,Map Screen & Direct Printing,Retail - Services,,Yes,No,,{3C0396F2-D31F-42FC-80BA-AA3AD185AF9E},,,,
-82.996224602513351,39.934573581570298,5820256,543609,1351 S HIGH ST,Graumlich Funeral Home,Retail - Services,,Yes,No,,{06F322EE-DBF1-452A-8748-7CE0464096D1},,,,
-82.912897375789512,39.921516342339963,5820257,570377,2450 SOBECK RD,Central Transport,Transportation - Other,,Yes,No,,{B5FD56FC-7705-4F7B-8B71-0AF15A120989},,,,
-83.033238567277039,39.949521906063694,5820258,642152,425 S PRINCETON AVE,Club Princeton,Public Places - Other,,Yes,No,,{67EF82D7-5277-4D15-B855-143328BB68CB},,,,
-82.998636115469026,39.963764292787019,5820259,861095,77 E GAY ST,Plantain Café,Retail - Restaurant,,Yes,No,,{BF97C350-7D6E-4B78-B56C-C092494BE335},,,,
-83.063773864300046,40.088979763437813,5820260,1235615,6490 FIESTA DR,Vellus Products ,Retail - Commercial/Retail,,Yes,No,,{AD0E4BDB-3F9A-4E26-8BDB-192A43B92924},,,,
-83.004561239121813,39.986043356533287,5820261,122858,22 E 4TH AVE Unit 3B,Enso Tattoo,Retail - Services,,Yes,No,,{DAD9587D-C0A4-4440-A748-AFFA9A87430D},,,,
-82.895862226713476,39.946702153764434,5820262,1312851,3766 E LIVINGSTON AVE,Time Warner Cable,Retail - Commercial/Retail,,Yes,No,,{6E049681-5C36-4ABD-A16A-E7B318BB8DA5},,,,
-83.010091559599431,40.011151380370805,5820263,823321,2392 N HIGH ST,Bubble Tea,Retail - Restaurant,CHAN1709237,Yes,No,,{2FF91F59-44C0-4367-955A-B09D97C8278A},,,,
-83.028148994692614,39.915815980487814,5820264,1011703,910 FRANK RD,Quick Fuel,Retail - Gas Station,,Yes,No,,{0E238219-429F-40BF-8CD6-B2CD1E04AD2B},,,,
-82.995243161202708,39.929960271335389,5820265,834767,1570 S HIGH ST,Club Voodoos,Public Places - House of Worship,,Yes,No,,{CB057431-C799-4B47-899B-07FC374519B8},,,,
-83.000169096674114,40.055043509282747,5820266,924644,4428 INDIANOLA AVE,Portia's Cafe,Retail - Restaurant,,Yes,No,,{31C97AF5-1B21-4EDF-87A7-2BE7BA3667A7},,,,
-83.010064204697471,40.117824165478851,5820267,1251079,195 E CAMPUS VIEW BLVD,Mirchi Columbus Indian Restaurant,Retail - Restaurant,,Yes,No,,{3FDFFAF6-FB6A-4DCB-98C9-9BEDF832DB5B},,,,
-82.83262367523804,39.954458488499448,5820268,605132,6111 E MAIN ST,ATeam Transmissions,Retail - Services,,Yes,No,,{ED67D9E8-3A9C-41BD-B074-144661250293},,,,
-83.150690134901581,39.993672423063224,5820269,1208498,5261 NIKE STATION WAY,ImmediaDent Urgent Dental Care,Medical - Dental,,Yes,No,,{1D65F2E3-82F2-49B5-9CE9-C02A4D08DFBE},,,,
-83.011379383694603,40.015275211435103,5820270,763842,2600 N HIGH ST,Rendezvous Hair Salon,Retail - Services,,Yes,No,,{C048A8C9-6976-47E1-AA76-4D63AEEE84C9},,,,
-82.830835406642791,39.923492307490434,5820271,542671,2765 BRICE RD,Lev's Pawn Shop,Retail - Commercial/Retail,,Yes,No,,{D68FADAE-8368-4245-B4AB-391C9A608E07},,,,
-83.015636079713062,40.028978795777483,5820272,481798,3277 N HIGH ST,Bernie's Body Shop,Retail - Services,,Yes,No,,{3796F150-29A5-48B9-A3D4-403270371FE5},,,,
-82.955284243467986,40.037611631743708,5820273,407072,2200 INNIS RD,US Post Office,Government - Post Office,,Yes,No,,{CC14A7D3-989C-464A-8D26-04830E701801},,,,
-83.035871903529326,39.988194073145422,5820274,1237621,1109 W 5TH AVE,Fifth & Kenny Animal Hospital,Medical - Veterinary,,Yes,No,,{2FF7A4BE-CDF2-4EA4-8001-B33F4AC173D5},,,,
-82.983474749735336,39.935944530197453,5820275,706137,1348 PARSONS AVE,Closet,Retail - Restaurant,,Yes,No,6144450803,{01A8FD32-8236-4F2D-90C2-281C6FDEE0AE},,,,
-83.017445422332088,40.038888972377045,5820276,626185,3770 N HIGH ST,Center of Vocational Alternatives,Medical - Other,,Yes,No,,{7F6D27C3-C3CF-430B-83EC-CA38358FD832},,,,
-82.944877211500383,40.082710645335034,5820277,998086,2769 NORTHLAND PLAZA DR,Donatos Pizza,Retail - Restaurant,,Yes,No,6148950111,{9A116B23-30D4-4B15-907A-6A167DFD0445},,,,
-82.998239652305131,39.951022574886359,5820278,439767,550 S HIGH ST,High Line Car House,Retail - Services,,Yes,No,,{D16454E6-C02B-4933-BB24-D0F1E59C5326},,,,
-83.135224557267662,40.010029965710146,5820279,886767,2787 CHARTER ST,BioScrip Pharmacy Services,Medical - Other,,Yes,No,,{A5C9A8EF-E089-4DF3-91EC-67B8DCE67690},,,,
-83.128637192320951,39.919284682157716,5820280,1296795,1540 GEORGESVILLE RD,Advance Auto Parts,Retail - Commercial/Retail,,Yes,No,,{9354B8F5-1EA6-4C90-8785-3F23FC671F0D},,,,
-82.949897705552189,40.093732008434372,5820281,1249112,2500 BLENDON WOODS BLVD,International Home Health Care,Medical - Other,,Yes,No,,{7CC829D1-8B53-42F5-A6CA-BF5E01DB900E},,,,
-82.991883196966199,40.115401801055548,5820282,1320051,7441 WORTHINGTON-GALENA RD,Hoshizaki North Central Distribution Center,Industrial - Warehouse,,Yes,No,,{EF3B662C-4AAF-42E2-9E93-0DD5B41D8A20},,,,
-82.98105933388409,40.014617481548591,5820283,448735,1080 E HUDSON ST,Hudson Market,Retail - Grocery,,Yes,No,6142677045,{CDE972A4-7CF9-466D-AA6D-4034A0BB64FF},,,,
-83.059357298141961,40.06516527099221,5820284,1239965,1514 BETHEL RD,On Tap Pub,Retail - Restaurant,,Yes,No,,{1CE92234-B8B2-456E-BA97-D3C3C1C26E82},,,,
-82.995471194361045,39.943943433485252,5820285,442451,897 CITY PARK AVE,Roosters,Retail - Restaurant,,Yes,No,,{C3CD07DC-50BB-4C50-87CF-4FF64392BB51},,,,
-83.094724357966896,39.969292758837085,5820286,172185,730 N WILSON RD,Traditional Hardwood Floors,Retail - Commercial/Retail,,Yes,No,,{A5426347-50E6-4A59-A02B-7D1DDE13AA21},,,,
-82.954183358805153,40.107986024567211,5820287,399960,6800 OAK CREEK DR,Stor All Self Storage,Retail - Services,,Yes,No,,{75EE44E7-8457-464F-A561-62D94A372F21},,,,
-82.998751756156906,39.950312137224984,5820288,874482,575 S HIGH ST,Adam G Burke  Attorney,Office - Corporate,,Yes,No,,{9BA60C97-10D6-494F-AD27-A7D7974E020A},,,,
-82.949947402118468,40.094274349182932,5820289,479940,5974 CLEVELAND AVE,Hi-Tech Dental Laboratory,Medical - Research/Laboratory,,Yes,No,,{1DFC22C7-43E2-418E-B648-736986450ACE},,,,
-82.969179045296144,40.145393375062739,5820290,356856,8787 ORION PL,McGraw-Hill Education,Office - Corporate,,Yes,No,,{93F156A3-1177-41C3-BACF-4D6FA30ECFF6},,,,
-82.999572542044433,40.075901614156862,5820291,621743,5435 BYERS CIR W,Cosmetic Auto Restoration,Retail - Services,,Yes,No,,{5DF45A93-91BE-4537-86F1-32F0F755C043},,,,
-82.989593045957719,39.988529828110472,5820292,823823,1180 CORRUGATED WAY,Rapid Performance,Office - Corporate,,Yes,No,,{C8CB4027-EE75-4374-9F10-F02246F6DAE1},,,,
-82.997150864142213,39.966356361822832,5820293,1234170,171 N 4TH ST,Elevator Brewing Company,Retail - Restaurant,,Yes,No,6142280500,{40C542D6-B33C-41A2-BAF9-932B17647D01},,,,
-83.13603986467642,39.972663168352973,5820294,685991,5115 FISHER RD,Master Food USA,Industrial - Warehouse,,Yes,No,,{3F945979-6200-4D7D-86C3-D12A8EE6D521},,,,
